iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Asia,Afghanistan,2021-06-02,74026.0,1049.0,897.571,3007.0,34.0,21.714,1901.597,26.947,23.057,77.244,0.873,0.558,1.62,,,,,,,,,,,,,,,,,,626290.0,481690.0,144600.0,2859.0,5119.0,1.61,1.24,0.37,131.0,37.96,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
OWID_AFR,,Africa,2021-06-02,4858396.0,7934.0,10470.286,131157.0,201.0,271.143,3624.051,5.918,7.81,97.835,0.15,0.202,,,,,,,,,,,,,,,,,,,33955796.0,25022429.0,8793290.0,340492.0,631673.0,2.53,1.87,0.66,471.0,,1340598113.0,,,,,,,,,,,,,,
ALB,Europe,Albania,2021-06-02,132351.0,14.0,15.286,2451.0,0.0,0.571,45990.34,4.865,5.312,851.692,0.0,0.199,0.53,,,,,,,,,3255.0,695569.0,241.702,1.131,2827.0,0.982,0.006,163.5,tests performed,780342.0,487078.0,293264.0,3881.0,6183.0,27.12,16.93,10.19,2149.0,46.3,2877800.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795
DZA,Africa,Algeria,2021-06-02,129640.0,422.0,284.857,3490.0,10.0,7.143,2956.372,9.623,6.496,79.588,0.228,0.163,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,61.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
AND,Europe,Andorra,2021-06-02,13744.0,15.0,10.429,127.0,0.0,0.0,177881.318,194.137,134.971,1643.694,0.0,0.0,0.61,,,,,,,,,,190469.0,2465.139,,313.0,4.051,0.006,156.5,people tested,35916.0,27613.0,8303.0,,257.0,46.48,35.74,10.75,3326.0,43.52,77265.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868
AGO,Africa,Angola,2021-06-02,34960.0,208.0,231.714,780.0,8.0,5.429,1063.705,6.329,7.05,23.733,0.243,0.165,1.08,,,,,,,,,,,,,,,,,,909215.0,679034.0,230181.0,,12888.0,2.77,2.07,0.7,392.0,,32866268.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581
AIA,North America,Anguilla,2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443.0,9004.0,5439.0,,110.0,96.27,60.02,36.26,7332.0,,15002.0,,,,,,,,,,,,,81.88,
ATG,North America,Antigua and Barbuda,2021-06-02,1262.0,2.0,0.571,42.0,0.0,0.0,12887.019,20.423,5.835,428.887,0.0,0.0,0.48,,,,,,,,,,,,,,,,,,50329.0,33463.0,16866.0,1709.0,1278.0,51.39,34.17,17.22,13050.0,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778
ARG,South America,Argentina,2021-06-02,3852156.0,35017.0,32860.143,79320.0,587.0,533.143,85232.653,774.785,727.062,1755.031,12.988,11.796,1.11,,,,,,,,,42754.0,9840134.0,217.722,0.946,36621.0,0.81,0.334,3.0,tests performed,12801115.0,9924476.0,2876639.0,304037.0,210007.0,28.32,21.96,6.36,4647.0,81.48,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845
ARM,Asia,Armenia,2021-06-02,222870.0,92.0,85.857,4446.0,1.0,5.0,75211.745,31.047,28.974,1500.388,0.337,1.687,0.62,,,,,,,,,2655.0,1083960.0,365.803,0.896,3136.0,1.058,0.031,31.9,tests performed,33529.0,33529.0,,,995.0,1.13,1.13,,336.0,,2963234.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776
ABW,North America,Aruba,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115144.0,63456.0,51688.0,512.0,497.0,107.85,59.43,48.41,4655.0,40.74,106766.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
OWID_ASI,,Asia,2021-06-02,51684192.0,210820.0,231184.286,694221.0,4307.0,4532.857,11139.201,45.437,49.826,149.622,0.928,0.977,,,,,,,,,,,,,,,,,,,1118223473.0,285907289.0,107371643.0,28835143.0,25093218.0,24.1,6.16,2.31,5408.0,,4639847425.0,,,,,,,,,,,,,,
AUS,Oceania,Australia,2021-06-02,30137.0,13.0,10.571,910.0,0.0,0.0,1181.849,0.51,0.415,35.686,0.0,0.0,1.21,,,,,,,,,95647.0,18398692.0,721.521,3.751,72515.0,2.844,0.0,5703.6,tests performed,4501444.0,3960813.0,540631.0,138705.0,100881.0,17.65,15.53,2.12,3956.0,67.13,25499881.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944
AUT,Europe,Austria,2021-06-02,645552.0,400.0,424.143,10621.0,6.0,7.857,71677.03,44.413,47.093,1179.273,0.666,0.872,0.7,152.0,16.877,258.0,28.646,,,,,339485.0,41563724.0,4614.91,37.694,383716.0,42.605,0.001,837.8,tests performed,5364023.0,3762496.0,1652678.0,135924.0,81504.0,59.56,41.78,18.35,9050.0,59.26,9006400.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AZE,Asia,Azerbaijan,2021-06-02,334288.0,156.0,170.143,4926.0,5.0,5.857,32969.941,15.386,16.781,485.838,0.493,0.578,0.54,,,,,,,,,4815.0,3513989.0,346.575,0.475,7886.0,0.778,0.024,41.6,tests performed,2367094.0,1452774.0,914320.0,54379.0,44444.0,23.35,14.33,9.02,4383.0,73.15,10139175.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756
BHS,North America,Bahamas,2021-06-02,11864.0,68.0,38.143,230.0,0.0,0.714,30169.257,172.919,96.994,584.873,0.0,1.816,0.98,,,,,,,,,,,,,,,,,,55037.0,46378.0,8659.0,,599.0,14.0,11.79,2.2,1523.0,64.35,393248.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814
BHR,Asia,Bahrain,2021-06-02,244726.0,1936.0,2615.714,1031.0,22.0,21.286,143822.546,1137.764,1537.224,605.906,12.929,12.509,1.19,,,,,,,,,17285.0,4643466.0,2728.909,10.158,19141.0,11.249,0.144,6.9,units unclear,1775070.0,969225.0,805845.0,19500.0,19568.0,104.32,56.96,47.36,11500.0,53.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852
BGD,Asia,Bangladesh,2021-06-02,804293.0,1988.0,1514.286,12694.0,34.0,33.714,4883.697,12.071,9.195,77.078,0.206,0.205,1.14,,,,,,,,,18178.0,5937629.0,36.054,0.11,15677.0,0.095,0.091,11.0,tests performed,9992849.0,5823245.0,4169604.0,1178.0,13019.0,6.07,3.54,2.53,79.0,66.67,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BRB,North America,Barbados,2021-06-02,4023.0,6.0,2.714,47.0,0.0,0.0,13999.325,20.879,9.445,163.552,0.0,0.0,0.86,,,,,,,,,,,,,,,,,,139354.0,78633.0,60721.0,556.0,1051.0,48.49,27.36,21.13,3657.0,66.67,287371.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814
BLR,Europe,Belarus,2021-06-02,395990.0,915.0,1000.429,2871.0,10.0,10.0,41906.715,96.832,105.873,303.831,1.058,1.058,0.89,,,,,,,,,20066.0,6335432.0,670.464,2.124,16221.0,1.717,0.066,15.2,tests performed,710922.0,438620.0,272302.0,,16308.0,7.52,4.64,2.88,1726.0,42.59,9449321.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823
BEL,Europe,Belgium,2021-06-02,1065358.0,1859.0,1815.143,24982.0,14.0,13.286,91923.494,160.402,156.618,2155.55,1.208,1.146,0.87,403.0,34.773,1161.0,100.176,,,614.562,53.027,20604.0,13960553.0,1204.574,1.778,43096.0,3.719,0.046,21.7,tests performed,6984494.0,4800457.0,2270506.0,102425.0,93848.0,60.27,41.42,19.59,8098.0,50.93,11589616.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
BLZ,North America,Belize,2021-06-02,12833.0,14.0,7.0,325.0,0.0,0.286,32274.452,35.209,17.605,817.361,0.0,0.719,1.11,,,,,,,,,642.0,133694.0,336.235,1.615,561.0,1.411,0.011,93.2,tests performed,76787.0,65271.0,11516.0,1227.0,696.0,19.31,16.42,2.9,1750.0,62.04,397621.0,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716
BEN,Africa,Benin,2021-06-02,8082.0,24.0,3.429,102.0,1.0,0.143,666.656,1.98,0.283,8.414,0.082,0.012,0.79,,,,,,,,,,,,,,,,,,12934.0,12516.0,418.0,,250.0,0.11,0.1,0.0,21.0,,12123198.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545
BMU,North America,Bermuda,2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71114.0,37554.0,33560.0,,327.0,114.2,60.31,53.89,5251.0,53.7,62273.0,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,
BTN,Asia,Bhutan,2021-06-02,1639.0,7.0,25.0,1.0,0.0,0.0,2124.125,9.072,32.4,1.296,0.0,0.0,1.42,,,,,,,,,2802.0,798573.0,1034.941,3.631,5777.0,7.487,0.004,264.3,samples tested,482716.0,482716.0,,43.0,58.0,62.56,62.56,,75.0,68.52,771612.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654
BOL,South America,Bolivia,2021-06-02,378028.0,3310.0,2780.857,14732.0,93.0,72.286,32384.739,283.56,238.229,1262.055,7.967,6.193,1.19,,,,,,,,,7397.0,1469174.0,125.861,0.634,12258.0,1.05,0.219,4.6,tests performed,1767803.0,1412650.0,355153.0,38004.0,36549.0,15.14,12.1,3.04,3131.0,27.78,11673029.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718
BIH,Europe,Bosnia and Herzegovina,2021-06-02,204172.0,79.0,73.429,9303.0,33.0,17.0,62232.098,24.079,22.381,2835.576,10.058,5.182,0.66,,,,,,,,,2253.0,977858.0,298.053,0.687,2189.0,0.667,0.041,24.7,tests performed,232706.0,188848.0,43858.0,,13677.0,7.09,5.76,1.34,4169.0,42.59,3280815.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78
BWA,Africa,Botswana,2021-06-02,54973.0,0.0,301.143,849.0,0.0,5.714,23376.601,0.0,128.057,361.027,0.0,2.43,1.28,,,,,,,,,,,,,,,,,,142864.0,,,,3258.0,6.08,,,1385.0,59.26,2351625.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735
BRA,South America,Brazil,2021-06-02,16720081.0,95601.0,63626.571,467706.0,2507.0,1896.714,78660.743,449.761,299.335,2200.354,11.794,8.923,1.0,,,,,,,,,,31716527.0,149.213,,,,,,tests performed,68919860.0,46498375.0,22421485.0,675644.0,621607.0,32.42,21.88,10.55,2924.0,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765
VGB,North America,British Virgin Islands,2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16302.0,11553.0,4749.0,,182.0,53.91,38.21,15.71,6019.0,,30237.0,207.973,,,,,,,13.67,,,,,79.07,
BRN,Asia,Brunei,2021-06-02,244.0,0.0,0.571,3.0,0.0,0.0,557.736,0.0,1.306,6.857,0.0,0.0,0.68,,,,,,,,,,,,,,,,,,52775.0,41655.0,11120.0,3350.0,2404.0,12.06,9.52,2.54,5495.0,40.74,437483.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838
BGR,Europe,Bulgaria,2021-06-02,419010.0,197.0,212.0,17747.0,21.0,18.571,60302.701,28.352,30.51,2554.097,3.022,2.673,0.73,322.0,46.341,2942.0,423.404,,,,,16977.0,2837936.0,408.427,2.443,11925.0,1.716,0.026,38.4,tests performed,1405952.0,819332.0,586620.0,21981.0,14625.0,20.23,11.79,8.44,2105.0,48.15,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816
BFA,Africa,Burkina Faso,2021-06-02,13435.0,0.0,2.286,167.0,0.0,0.143,642.722,0.0,0.109,7.989,0.0,0.007,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,20903278.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452
BDI,Africa,Burundi,2021-06-02,4828.0,25.0,33.714,6.0,0.0,0.0,406.029,2.102,2.835,0.505,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433
KHM,Asia,Cambodia,2021-06-02,31460.0,750.0,638.714,230.0,10.0,5.714,1881.695,44.859,38.203,13.757,0.598,0.342,1.1,,,,,,,,,4686.0,1162111.0,69.509,0.28,6162.0,0.369,0.101,9.9,tests performed,4723944.0,2665822.0,2058122.0,52743.0,87223.0,28.25,15.94,12.31,5217.0,67.13,16718971.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594
CMR,Africa,Cameroon,2021-06-02,78929.0,0.0,135.286,1275.0,0.0,0.714,2973.307,0.0,5.096,48.03,0.0,0.027,0.53,,,,,,,,,,,,,,,,,,75215.0,63404.0,11811.0,,2601.0,0.28,0.24,0.04,98.0,,26545864.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563
CAN,North America,Canada,2021-06-02,1393163.0,2184.0,2698.714,25590.0,44.0,41.0,36912.649,57.866,71.504,678.022,1.166,1.086,0.74,953.0,25.25,2172.0,57.548,,,,,72716.0,34790069.0,921.783,1.927,81608.0,2.162,0.037,27.1,tests performed,24522064.0,22258278.0,2263786.0,352718.0,369003.0,64.97,58.97,6.0,9777.0,73.61,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929
CPV,Africa,Cape Verde,2021-06-02,30694.0,171.0,133.0,266.0,2.0,1.0,55206.227,307.561,239.214,478.428,3.597,1.799,0.85,,,,,,,,,778.0,,,1.399,,,,,tests performed,24382.0,21663.0,2719.0,,193.0,4.39,3.9,0.49,347.0,,555988.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665
CYM,North America,Cayman Islands,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83221.0,44691.0,38530.0,722.0,554.0,126.63,68.0,58.63,8430.0,,65720.0,256.496,,,,49903.029,,,13.22,,,,,83.92,
CAF,Africa,Central African Republic,2021-06-02,7091.0,0.0,1.143,98.0,0.0,0.143,1468.188,0.0,0.237,20.291,0.0,0.03,0.86,,,,,,,,,,,,,,,,,,18408.0,17691.0,717.0,,934.0,0.38,0.37,0.01,193.0,11.11,4829764.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397
TCD,Africa,Chad,2021-06-02,4935.0,1.0,1.429,173.0,0.0,0.0,300.441,0.061,0.087,10.532,0.0,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,16425859.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398
CHL,South America,Chile,2021-06-02,1394973.0,5616.0,7193.571,29385.0,41.0,108.714,72973.308,293.782,376.307,1537.177,2.145,5.687,1.12,,,,,,,,,71749.0,14824922.0,775.516,3.753,61736.0,3.23,0.11,9.1,tests performed,18894037.0,10817098.0,8076939.0,200641.0,154888.0,98.84,56.59,42.25,8102.0,80.09,19116209.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851
CHN,Asia,China,2021-06-02,91221.0,24.0,18.857,4636.0,0.0,0.0,63.378,0.017,0.013,3.221,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,704826000.0,,,22918000.0,19729000.0,48.97,,,13707.0,74.54,1439323774.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761
